NUTR_NIAC,NUTR_FDFE,NUTR_VB2,NUTR_ATOC,NUTR_CARB,NUTR_PHOS,NUTR_FIBE,NUTR_VK,NUTR_PROT,NUTR_CALC,NUTR_COPP,FoodCode,Desc,kcal_per_100g,core_score_per_100kcal_x,core_score_per_100g,core_score_per_100kcal_y,core_score_per_100kcal,tags,multiplier,guarded_score_per_100kcal
-0.3509879000345392,-1.263959424261209,-0.0439681373874252,-0.8227795984187095,-1.4150860253432782,-9.322402646900624,-0.457477017135565,-74.54314144184575,-0.2710457107115991,-22.17731362254289,-0.0152376931537191,72118213,"Greens, canned, cooked, no added fat",19.0,-110.68339921773531,-21.029845851369725,-110.6833992177354,-110.68339921773531,leafy_green,1.0,-110.68339921773531
-0.3509879000345392,-1.263959424261209,-0.0439681373874252,-0.8227795984187095,-1.4150860253432782,-9.322402646900624,-0.457477017135565,-74.54314144184575,-0.2710457107115991,-22.17731362254289,-0.0152376931537191,72119213,"Kale, canned, cooked, no added fat",19.0,-110.68339921773531,-21.029845851369725,-110.6833992177354,-110.68339921773531,leafy_green,1.0,-110.68339921773531
-0.3226550341544911,-0.6015936168806887,-0.0907120410240566,-0.7754757485303778,-0.9081941266159912,-12.268443310206882,-0.3849631775896012,-85.64158065471777,-0.3953434406742921,-8.62163888822504,-0.0099501122700006,99997210,"Spinach, cooked, as ingredient",33.0,-110.0205501508892,-36.30678154979346,-110.02055015088928,-110.0205501508892,leafy_green,1.0,-110.0205501508892
-0.3215229112276332,-0.5967420554542314,-0.0902901245541773,-0.7722310801264849,-0.9052738882667438,-12.268443310206882,-0.3849631775896012,-85.38530414158096,-0.3941874657015603,-8.62163888822504,-0.0099501122700006,72125211,"Spinach, fresh, cooked, no added fat",33.0,-109.75054715520332,-36.21768056121712,-109.75054715520342,-109.75054715520332,leafy_green,1.0,-109.75054715520332
-0.4153559232242644,-0.2354434221663036,-0.0540549453763051,-0.7621153492202309,-1.6467567608859843,-6.698028792521035,-0.8456079705876846,-68.56416511842491,-0.3635201296602625,-26.37528173661398,-0.0050883401456644,72107211,"Collards, fresh, cooked, no added fat",34.0,-105.96541848882664,-36.028242286201085,-105.96541848882671,-105.96541848882664,uncategorized,1.0,-105.96541848882664
-0.4331431560475257,-0.2351491178885958,-0.0565631767431981,-0.7562105298822642,-1.6322307223325585,-6.589495918568149,-0.8357753197668976,-67.95237699336855,-0.360013955570175,-26.110469670985324,-0.0050753596861092,72107100,"Collards, raw",32.0,-104.96650392083934,-33.58928125466862,-104.96650392083944,-104.96650392083934,uncategorized,1.0,-104.96650392083934
-1.0367415702700886,-1.5573512178927504,-0.0816408369216509,-0.788454422145949,-1.248401894303332,-27.987386301409447,-0.820579404862045,-50.65229906703955,-0.5496660995339939,-17.67981645433489,-0.0067403986345165,72103000,"Broccoli raab, raw",22.0,-102.4090776673482,-22.529997086816625,-102.4090776673483,-102.4090776673482,uncategorized,1.0,-102.4090776673482
-0.9047631095032346,-1.2320856648667962,-0.0980680629554311,-1.1638484492224153,-1.5376959412059654,-17.60254909725335,-0.8139724853381958,-67.05137415318512,-0.3532760036231375,-10.49116322612304,-0.0345393097731439,75109550,"Cilantro, raw",23.0,-101.2833355030498,-23.29516716570148,-101.28333550304993,-101.2833355030498,uncategorized,1.0,-101.2833355030498
-0.2362474166487218,-0.2825321065995644,-0.0300305252090584,-0.2561379410602429,-0.9485621273261782,-4.6307359553231855,-0.2490938207932714,-82.55207417800969,-0.2049475628125759,-9.392001260962944,-0.0031153102932639,72119202,"Kale, cooked, from frozen, NS as to fat added in cooking",51.0,-98.7854782050387,-50.38059388456978,-98.7854782050388,-98.7854782050387,leafy_green,1.0,-98.7854782050387
-0.7691298605920673,-1.169437241229501,-0.088382328342549,-1.1638484492224153,-1.5376959412059654,-15.035510687237236,-0.8139724853381958,-67.05137415318512,-0.3532760036231375,-10.021409648833949,-0.0328507212953457,75512510,Recaito,23.0,-98.0368875201055,-22.54848412962428,-98.03688752010557,-98.03688752010548,uncategorized,1.0,-98.03688752010548
-0.2564717398087192,-0.4716504446207143,-0.042898642153677,-0.4456595899617075,-1.4976087209992557,-7.522711016224828,-0.4879120785666213,-67.28052967775398,-0.30105337397957,-16.44983923353782,-0.0065842504036011,72118212,"Greens, frozen, cooked, no added fat",37.0,-94.7629187680105,-35.06227994416392,-94.76291876801058,-94.7629187680105,leafy_green,1.0,-94.7629187680105
-0.457408260367519,-0.4932857861170773,-0.0797764222506977,-0.480386311257425,-1.3439410435402015,-9.802320415080835,-0.7589743444369665,-56.32256970825568,-0.3062083975066174,-22.87403680403188,-0.0081110331058854,72118211,"Greens, fresh, cooked, no added fat",37.0,-92.9270185259508,-34.38299685460182,-92.92701852595088,-92.9270185259508,leafy_green,1.0,-92.9270185259508
-0.182988032259475,-0.2809945169037844,-0.0193220522124331,-0.2534814418388085,-1.063979903043198,-4.8197455861527025,-0.2592609155195274,-79.60662257345533,-0.1432465313148527,-5.144920132213858,-0.0108082193847933,72119200,"Kale, cooked, NS as to form, NS as to fat added in cooking",49.0,-91.78536990429876,-44.97483125310644,-91.78536990429886,-91.78536990429876,leafy_green,1.0,-91.78536990429876
-0.182988032259475,-0.2809945169037844,-0.0193220522124331,-0.2534814418388085,-1.063979903043198,-4.8197455861527025,-0.2592609155195274,-79.60662257345533,-0.1432465313148527,-5.144920132213858,-0.0108082193847933,72119201,"Kale, cooked, from fresh, NS as to fat added in cooking",49.0,-91.78536990429876,-44.97483125310644,-91.78536990429886,-91.78536990429876,leafy_green,1.0,-91.78536990429876
-0.182988032259475,-0.2809945169037844,-0.0193220522124331,-0.2534814418388085,-1.063979903043198,-4.8197455861527025,-0.2592609155195274,-79.60662257345533,-0.1432465313148527,-5.144920132213858,-0.0108082193847933,72119203,"Kale, cooked, from canned, NS as to fat added in cooking",49.0,-91.78536990429876,-44.97483125310644,-91.78536990429886,-91.78536990429876,leafy_green,1.0,-91.78536990429876
-0.2279921401933759,-1.4203879068535368,-0.0821114360611317,-0.623225923424639,-0.8994334115682487,-11.894884940184555,-0.3943145098387414,-61.16427459457421,-0.2826803414088112,-12.281847802797694,-0.0152996349958074,72125201,"Spinach, cooked, from fresh, NS as to fat added in cooking",39.0,-89.28645264190075,-34.82171653034132,-89.28645264190082,-89.28645264190075,leafy_green,1.0,-89.28645264190075
-0.1971780764277445,-1.0006345442067903,-0.0522121631475675,-0.6275729471195979,-0.8914027561078179,-10.074607093277525,-0.4271740523253031,-62.43348112682866,-0.2924616681011576,-12.505014210242017,-0.0172611266619366,72125203,"Spinach, cooked, from canned, NS as to fat added in cooking",36.0,-88.51899976444611,-31.866839915200632,-88.51899976444619,-88.51899976444611,leafy_green,1.0,-88.51899976444611
-0.323787157081349,-0.5482264411896598,-0.0443012293373299,-0.2855308195425659,-1.6411739522771291,-8.178962206804588,-0.8104487949254764,-60.97873503755208,-0.312113242637599,-15.278853725968425,-0.0054565131803229,72107210,"Collards, cooked, NS as to form, fat not added in cooking",33.0,-88.40758912049651,-29.174504409763877,-88.4075891204966,-88.40758912049651,uncategorized,1.0,-88.40758912049651
-0.5534823197971778,-0.9724685348143032,-0.0567243253948881,-0.7971068712229963,-1.6668071555649686,-18.118673222018497,-0.7924388217049103,-47.444655128105,-0.4040774738015994,-15.339484097896872,-0.0215764083274207,72122100,"Mustard greens, raw",27.0,-86.16749435864863,-23.26522347683515,-86.1674943586487,-86.16749435864863,leafy_green,1.0,-86.16749435864863
-0.5249732089283144,-0.9716506470642492,-0.0537725266439315,-0.7938249077799784,-1.6648379526934454,-18.032496417157525,-0.7838996102641246,-47.363330510007955,-0.4038338775429778,-15.2750904615039,-0.0215493532699569,72122211,"Mustard greens, fresh, cooked, no added fat",29.0,-85.88925947285635,-24.90788524712836,-85.88925947285642,-85.88925947285637,leafy_green,1.0,-85.88925947285637
-7.780231784098952,-0.0,-0.9885502889272778,-0.0,-4.962945074546229,-71.69371559402146,-0.0,-0.0,-0.0,-0.0,-0.0088267124975812,95312500,"Energy drink, sugar free (Mountain Dew AMP)",2.0,-85.43426945409149,-1.7086853890818303,-85.43426945409153,-85.43426945409149,uncategorized,1.0,-85.43426945409149
-0.2577843904455355,-0.7959333060204872,-0.025857452225462,-0.6485628615323997,-1.327123176660906,-7.711592937844325,-0.5922065122919732,-58.65975563128557,-0.3237060202212813,-13.068097135823196,-0.0133157262820653,72128410,"Turnip greens with roots, cooked, NS as to form, fat not added in cooking",35.0,-83.4239351506332,-29.19837730272165,-83.42393515063327,-83.4239351506332,leafy_green,1.0,-83.4239351506332
-0.2577843904455355,-0.7959333060204872,-0.025857452225462,-0.6485628615323997,-1.327123176660906,-7.711592937844325,-0.5922065122919732,-58.65975563128557,-0.3237060202212813,-13.068097135823196,-0.0133157262820653,72128412,"Turnip greens with roots, cooked, from frozen, fat not added in cooking",35.0,-83.4239351506332,-29.19837730272165,-83.42393515063327,-83.4239351506332,leafy_green,1.0,-83.4239351506332
-0.2114579202785117,-0.4194660009314866,-0.0272895572717952,-0.4047399367015871,-1.0851021658134086,-4.892041769944993,-0.3610549381392998,-63.338890972652,-0.2273571576368999,-11.812736623563016,-0.0058609370983939,72118202,"Greens, cooked, from frozen, NS as to fat added in cooking",50.0,-82.78599798003138,-41.392998990015734,-82.78599798003147,-82.78599798003138,leafy_green,1.0,-82.78599798003138
-0.2876724357145831,-0.4620072638394782,-0.06961621753009,-0.5261925102998714,-1.24176878148147,-11.808376686074125,-0.3629652817273384,-58.85874680619181,-0.3237060202212813,-6.688396171878015,-0.0082718905691618,99997800,Dark green vegetables as ingredient in omelet,35.0,-80.63772006552722,-28.22320202293455,-80.63772006552729,-80.63772006552722,uncategorized,1.0,-80.63772006552722
-0.3469715893600871,-0.2316362519355294,-0.0749485235536713,-0.4647469722341764,-0.996484737132604,-7.896178939016131,-0.2845192577929864,-50.81684205982952,-0.2532323046648322,-19.23324398361648,-0.0143481028684086,72120200,"Lambsquarter, cooked, NS as to fat added in cooking",47.0,-80.61315272200443,-37.88818177934212,-80.6131527220045,-80.61315272200443,uncategorized,1.0,-80.61315272200443
-0.4881172610515653,-0.5986404925341495,-0.1068457599483555,-0.1652664797895829,-0.9930080056289206,-10.81823329935362,-0.6395498099085825,-45.216418602333384,-0.2595666411597231,-21.295495503772138,-0.0043749792379315,72119211,"Kale, fresh, cooked, no added fat",46.0,-80.58551683471795,-37.06933774397029,-80.58551683471802,-80.58551683471795,leafy_green,1.0,-80.58551683471795
-0.1693385173531637,-0.2923593103073753,-0.018766110812459,-0.4725224703843005,-0.9092098616939904,-7.517755343618618,-0.2761692360968878,-61.74133790976352,-0.2056630255834227,-8.925317968492735,-0.0107455630405336,72122200,"Mustard greens, cooked, NS as to form, NS as to fat added in cooking",46.0,-80.53918531714699,-37.048025245887665,-80.53918531714707,-80.539185317147,leafy_green,1.0,-80.539185317147
-0.1693385173531637,-0.2923593103073753,-0.018766110812459,-0.4725224703843005,-0.9092098616939904,-7.517755343618618,-0.2761692360968878,-61.74133790976352,-0.2056630255834227,-8.925317968492735,-0.0107455630405336,72122203,"Mustard greens, cooked, from canned, NS as to fat added in cooking",46.0,-80.53918531714699,-37.048025245887665,-80.53918531714707,-80.539185317147,leafy_green,1.0,-80.539185317147
-0.1693385173531637,-0.2923593103073753,-0.018766110812459,-0.4725224703843005,-0.9092098616939904,-7.517755343618618,-0.2761692360968878,-61.74133790976352,-0.2056630255834227,-8.925317968492735,-0.0107455630405336,72122201,"Mustard greens, cooked, from fresh, NS as to fat added in cooking",46.0,-80.53918531714699,-37.048025245887665,-80.53918531714707,-80.539185317147,leafy_green,1.0,-80.539185317147
-0.5126147299051769,-0.595726612364973,-0.1123573371299592,-0.1643462275274071,-0.9905720130726726,-10.788384015516224,-0.637521639264052,-45.12009198455143,-0.259045926447537,-21.273646500177296,-0.0043517745336912,72119190,"Kale, raw",43.0,-80.45865876049042,-34.59722326701091,-80.45865876049048,-80.45865876049041,leafy_green,1.0,-80.45865876049041
-0.2209272576978879,-0.3355974317493544,-0.0299885244745003,-0.3026901236016143,-1.2750209900253195,-4.379480364340678,-0.3471682097493267,-57.79354267348636,-0.2120102560566084,-14.128742209233437,-0.0035985827874754,72107202,"Collards, cooked, from frozen, NS as to fat added in cooking",52.0,-79.02876662320257,-41.09495864406537,-79.02876662320264,-79.02876662320257,uncategorized,1.0,-79.02876662320257
-0.2096898950654132,-0.7283492006282667,-0.0503982194513609,-0.6017260404796678,-1.30028753764947,-8.196961683492097,-0.3390187212575585,-56.9296935251089,-0.1515141281160927,-9.891290113340728,-0.0088515764764476,72113220,"Dandelion greens, cooked",71.0,-78.407780641066,-55.6695242551569,-78.40778064106607,-78.407780641066,leafy_green,1.0,-78.407780641066
-0.3047794089935774,-0.6067005236453803,-0.045433741967006,-0.2254190680599204,-1.5469578413250895,-9.76632658246732,-0.9853351138304476,-55.06295274049934,-0.2288830446009059,-8.719285697751905,-0.0161668207850434,72116210,"Escarole, cooked, fat not added in cooking",19.0,-77.50824058392594,-14.72656571094594,-77.50824058392601,-77.50824058392594,leafy_green,1.0,-77.50824058392594
-0.2071046615110635,-0.3967733497028665,-0.0169500355725436,-1.052118998097063,-1.877078424142432,-14.668790914377793,-0.2616340131444201,-55.19842156094465,-0.2371759085357214,-2.975105989497578,-0.0523462428117425,72124100,"Radicchio, raw",23.0,-76.94350009833786,-17.697005022617727,-76.94350009833792,-76.94350009833786,uncategorized,1.0,-76.94350009833786
